timestamp,plant_name,plant_type,capacity_mw,generation_mw,capacity_factor,latitude,longitude
2020-01-01 00:00:00,Kundapur_Wind_Farm,wind,150,0.572,0.0038,13.6,74.7
2020-01-01 01:00:00,Kundapur_Wind_Farm,wind,150,1.547,0.0103,13.6,74.7
2020-01-01 02:00:00,Kundapur_Wind_Farm,wind,150,0.0,0.0,13.6,74.7
2020-01-01 03:00:00,Kundapur_Wind_Farm,wind,150,1.82,0.0121,13.6,74.7
2020-01-01 04:00:00,Kundapur_Wind_Farm,wind,150,1.328,0.0089,13.6,74.7
2020-01-01 05:00:00,Kundapur_Wind_Farm,wind,150,6.452,0.043,13.6,74.7
2020-01-01 06:00:00,Kundapur_Wind_Farm,wind,150,22.341,0.1489,13.6,74.7
2020-01-01 07:00:00,Kundapur_Wind_Farm,wind,150,4.282,0.0285,13.6,74.7
2020-01-01 08:00:00,Kundapur_Wind_Farm,wind,150,2.238,0.0149,13.6,74.7
2020-01-01 09:00:00,Kundapur_Wind_Farm,wind,150,2.185,0.0146,13.6,74.7
2020-01-01 10:00:00,Kundapur_Wind_Farm,wind,150,9.463,0.0631,13.6,74.7
2020-01-01 11:00:00,Kundapur_Wind_Farm,wind,150,11.166,0.0744,13.6,74.7
2020-01-01 12:00:00,Kundapur_Wind_Farm,wind,150,8.003,0.0534,13.6,74.7
2020-01-01 13:00:00,Kundapur_Wind_Farm,wind,150,6.722,0.0448,13.6,74.7
2020-01-01 14:00:00,Kundapur_Wind_Farm,wind,150,5.808,0.0387,13.6,74.7
2020-01-01 15:00:00,Kundapur_Wind_Farm,wind,150,0.896,0.006,13.6,74.7
2020-01-01 16:00:00,Kundapur_Wind_Farm,wind,150,13.023,0.0868,13.6,74.7
2020-01-01 17:00:00,Kundapur_Wind_Farm,wind,150,5.154,0.0344,13.6,74.7
2020-01-01 18:00:00,Kundapur_Wind_Farm,wind,150,4.315,0.0288,13.6,74.7
2020-01-01 19:00:00,Kundapur_Wind_Farm,wind,150,11.281,0.0752,13.6,74.7
2020-01-01 20:00:00,Kundapur_Wind_Farm,wind,150,15.209,0.1014,13.6,74.7
2020-01-01 21:00:00,Kundapur_Wind_Farm,wind,150,14.376,0.0958,13.6,74.7
2020-01-01 22:00:00,Kundapur_Wind_Farm,wind,150,6.624,0.0442,13.6,74.7
2020-01-01 23:00:00,Kundapur_Wind_Farm,wind,150,8.491,0.0566,13.6,74.7
2020-01-02 00:00:00,Kundapur_Wind_Farm,wind,150,3.584,0.0239,13.6,74.7
2020-01-02 01:00:00,Kundapur_Wind_Farm,wind,150,1.05,0.007,13.6,74.7
2020-01-02 02:00:00,Kundapur_Wind_Farm,wind,150,0.0,0.0,13.6,74.7
2020-01-02 03:00:00,Kundapur_Wind_Farm,wind,150,3.978,0.0265,13.6,74.7
2020-01-02 04:00:00,Kundapur_Wind_Farm,wind,150,18.298,0.122,13.6,74.7
2020-01-02 05:00:00,Kundapur_Wind_Farm,wind,150,4.955,0.033,13.6,74.7
2020-01-02 06:00:00,Kundapur_Wind_Farm,wind,150,15.589,0.1039,13.6,74.7
2020-01-02 07:00:00,Kundapur_Wind_Farm,wind,150,15.14,0.1009,13.6,74.7
2020-01-02 08:00:00,Kundapur_Wind_Farm,wind,150,12.291,0.0819,13.6,74.7
2020-01-02 09:00:00,Kundapur_Wind_Farm,wind,150,0.394,0.0026,13.6,74.7
2020-01-02 10:00:00,Kundapur_Wind_Farm,wind,150,3.139,0.0209,13.6,74.7
2020-01-02 11:00:00,Kundapur_Wind_Farm,wind,150,5.871,0.0391,13.6,74.7
2020-01-02 12:00:00,Kundapur_Wind_Farm,wind,150,15.396,0.1026,13.6,74.7
2020-01-02 13:00:00,Kundapur_Wind_Farm,wind,150,2.267,0.0151,13.6,74.7
2020-01-02 14:00:00,Kundapur_Wind_Farm,wind,150,0.0,0.0,13.6,74.7
2020-01-02 15:00:00,Kundapur_Wind_Farm,wind,150,5.424,0.0362,13.6,74.7
2020-01-02 16:00:00,Kundapur_Wind_Farm,wind,150,1.576,0.0105,13.6,74.7
2020-01-02 17:00:00,Kundapur_Wind_Farm,wind,150,11.482,0.0765,13.6,74.7
2020-01-02 18:00:00,Kundapur_Wind_Farm,wind,150,40.833,0.2722,13.6,74.7
2020-01-02 19:00:00,Kundapur_Wind_Farm,wind,150,4.887,0.0326,13.6,74.7
2020-01-02 20:00:00,Kundapur_Wind_Farm,wind,150,11.138,0.0743,13.6,74.7
2020-01-02 21:00:00,Kundapur_Wind_Farm,wind,150,4.281,0.0285,13.6,74.7
2020-01-02 22:00:00,Kundapur_Wind_Farm,wind,150,3.72,0.0248,13.6,74.7
